grid,year,basisofrecord,total_occurrences.x,n_months,n_cells_sampled,total_occurrences.y
grid10km,1929,fossilSpecimen,220,5,0,
grid10km,1929,humanObservation,2911,12,0,
grid10km,1929,materialCitation,1,1,1,1
grid10km,1929,materialSample,5,4,0,
grid10km,1929,occurrence,60,6,11,36
grid10km,1929,preservedSpecimen,21673,12,11,11
grid10km,1930,all,27013,12,16,16
grid10km,1930,fossilSpecimen,108,3,7,781
grid10km,1930,humanObservation,5245,12,0,
grid10km,1930,materialCitation,4,1,1,1
grid10km,1930,occurrence,64,9,23,37
grid10km,1930,preservedSpecimen,21592,12,5,5
grid10km,1931,all,21112,12,14,14
grid10km,1931,fossilSpecimen,207,1,3,204
grid10km,1931,humanObservation,1613,12,0,
grid10km,1931,materialCitation,2,2,0,
grid10km,1931,materialSample,5,1,0,
grid10km,1931,occurrence,84,8,41,75
grid10km,1931,preservedSpecimen,19201,12,3,3
grid10km,1932,all,29154,12,6,6
grid10km,1932,fossilSpecimen,102,2,0,
grid10km,1932,humanObservation,3605,12,0,
grid10km,1932,materialCitation,5,2,1,1
grid10km,1932,occurrence,65,7,20,100
grid10km,1932,preservedSpecimen,25377,12,6,71
grid10km,1933,all,22896,12,3,4
grid10km,1933,fossilSpecimen,6,1,2,18
grid10km,1933,humanObservation,4340,12,0,
grid10km,1933,materialCitation,5,4,2,2
grid10km,1933,materialSample,1,1,0,
grid10km,1933,occurrence,43,7,8,11
grid10km,1933,preservedSpecimen,18501,12,3,4
grid10km,1934,all,31071,12,3,10
grid10km,1934,fossilSpecimen,14,3,1,1
grid10km,1934,humanObservation,2582,12,0,
grid10km,1934,materialCitation,1,1,0,
grid10km,1934,occurrence,27,6,12,53
grid10km,1934,preservedSpecimen,28447,12,4,20
grid10km,1935,all,29500,12,4,8
grid10km,1935,fossilSpecimen,27,1,1,27
grid10km,1935,humanObservation,3576,12,0,
grid10km,1935,materialCitation,4,2,4,4
grid10km,1935,materialSample,2,2,0,
grid10km,1935,occurrence,46,7,16,38
grid10km,1935,preservedSpecimen,25845,12,4,8
grid10km,1936,all,20894,12,3,3
grid10km,1936,fossilSpecimen,22,3,2,5
grid10km,1936,humanObservation,2584,12,0,
grid10km,1936,materialCitation,2,2,1,1
grid10km,1936,materialSample,4,2,1,1
grid10km,1936,occurrence,33,7,9,21
grid10km,1936,preservedSpecimen,18249,12,4,6
grid10km,1937,all,39100,12,1,1
grid10km,1937,fossilSpecimen,103,1,0,
grid10km,1937,humanObservation,15438,12,0,
grid10km,1937,materialCitation,2,2,0,
grid10km,1937,materialSample,2,2,0,
grid10km,1937,occurrence,10,5,7,54
grid10km,1937,preservedSpecimen,23545,12,7,16
grid10km,1938,all,30549,12,2,2
grid10km,1938,fossilSpecimen,38,2,0,
grid10km,1938,humanObservation,2380,12,0,
grid10km,1938,materialCitation,3,2,2,2
grid10km,1938,materialSample,17,4,1,1
grid10km,1938,occurrence,14,7,3,5
grid10km,1938,preservedSpecimen,28097,12,2,8
grid10km,1939,all,25121,12,3,9
grid10km,1939,fossilSpecimen,113,1,2,2
grid10km,1939,humanObservation,1871,12,0,
grid10km,1939,materialCitation,6,3,4,4
grid10km,1939,occurrence,12,5,4,5
grid10km,1939,preservedSpecimen,23119,12,7,51
grid10km,1940,all,17734,12,0,
grid10km,1940,fossilSpecimen,3,3,3,4
grid10km,1940,humanObservation,1924,12,0,
grid10km,1940,materialCitation,2,1,1,1
grid10km,1940,materialSample,6,4,1,1
grid10km,1940,occurrence,12,3,4,7
grid10km,1940,preservedSpecimen,15787,12,0,
grid10km,1941,all,22013,12,1,1
grid10km,1941,fossilSpecimen,30,1,0,
grid10km,1941,humanObservation,2628,12,0,
grid10km,1941,materialCitation,4,2,4,4
grid10km,1941,materialSample,4,2,1,5
grid10km,1941,occurrence,26,6,13,46
grid10km,1941,preservedSpecimen,19321,12,1,1
grid10km,1942,all,25487,12,9,43
grid10km,1942,fossilSpecimen,29,2,1,1715
grid10km,1942,humanObservation,1711,12,0,
grid10km,1942,materialCitation,4,2,3,4
grid10km,1942,materialSample,6,3,1,1
grid10km,1942,occurrence,19,6,7,48
grid10km,1942,preservedSpecimen,23718,12,11,49
grid10km,1943,all,28898,12,4,15
grid10km,1943,fossilSpecimen,15,2,1,59
grid10km,1943,humanObservation,2958,12,0,
grid10km,1943,materialCitation,1,1,1,4
grid10km,1943,materialSample,7,4,1,2
grid10km,1943,occurrence,37,8,10,27
grid10km,1943,preservedSpecimen,25880,12,5,27
grid10km,1944,all,29603,12,6,19
grid10km,1944,fossilSpecimen,1,1,1,1
grid10km,1944,humanObservation,3116,12,0,
grid10km,1944,materialCitation,5,3,4,5
grid10km,1944,materialSample,1,1,0,
grid10km,1944,occurrence,145,6,27,90
grid10km,1944,preservedSpecimen,26335,12,6,19
grid10km,1945,all,29428,12,2,2
grid10km,1945,fossilSpecimen,33,2,2,12
grid10km,1945,humanObservation,3344,12,0,
grid10km,1945,materialCitation,4,4,2,2
grid10km,1945,materialSample,9,4,1,4
grid10km,1945,occurrence,101,7,24,82
grid10km,1945,preservedSpecimen,25937,12,3,3
grid10km,1946,all,32105,12,14,15
grid10km,1946,fossilSpecimen,25,2,5,6
grid10km,1946,humanObservation,6863,12,0,
grid10km,1946,materialCitation,3,3,3,4
grid10km,1946,materialSample,8,4,3,4
grid10km,1946,occurrence,191,8,47,114
grid10km,1946,preservedSpecimen,25015,12,11,30
grid10km,1947,all,31835,12,20,20
grid10km,1947,fossilSpecimen,45,2,9,12
grid10km,1947,humanObservation,5215,12,0,
grid10km,1947,materialCitation,3,1,1,3
grid10km,1947,materialSample,20,4,1,2
grid10km,1947,occurrence,581,11,156,561
grid10km,1947,preservedSpecimen,25971,12,22,29
grid10km,1948,all,34643,12,19,67
grid10km,1948,fossilSpecimen,13,2,1,28
grid10km,1948,humanObservation,5535,12,0,
grid10km,1948,materialSample,8,4,1,1
grid10km,1948,occurrence,233,11,85,463
grid10km,1948,preservedSpecimen,28854,12,22,83
grid10km,1949,all,34819,12,52,327
grid10km,1949,fossilSpecimen,24,1,8,41
grid10km,1949,humanObservation,5302,12,0,
grid10km,1949,materialCitation,1,1,0,
grid10km,1949,materialSample,8,6,1,1
grid10km,1949,occurrence,109,9,32,391
grid10km,1949,preservedSpecimen,29375,12,55,350
grid10km,1950,all,32957,12,16,105
grid10km,1950,fossilSpecimen,1,1,0,
grid10km,1950,humanObservation,5708,12,0,
grid10km,1950,livingSpecimen,1,1,0,
grid10km,1950,materialCitation,1,1,1,1
grid10km,1950,materialSample,12,3,0,
grid10km,1950,occurrence,1,1,1,3
grid10km,1950,preservedSpecimen,27233,12,19,120
grid10km,1951,all,27572,12,9,68
grid10km,1951,fossilSpecimen,28,2,2,33
grid10km,1951,humanObservation,4308,12,0,
grid10km,1951,livingSpecimen,1,1,0,
grid10km,1951,materialCitation,8,3,2,7
grid10km,1951,materialSample,10,5,2,16
grid10km,1951,occurrence,1,1,0,
grid10km,1951,preservedSpecimen,23216,12,13,125
grid10km,1952,all,35856,12,3,3
grid10km,1952,fossilSpecimen,12,4,2,10
grid10km,1952,humanObservation,3529,12,2,2
grid10km,1952,livingSpecimen,4,2,1,1
grid10km,1952,materialCitation,4,3,3,3
grid10km,1952,materialSample,5,3,0,
grid10km,1952,occurrence,8,2,1,7
grid10km,1952,preservedSpecimen,32294,12,3,10
grid10km,1953,all,32724,12,3,9
grid10km,1953,fossilSpecimen,83,4,9,63
grid10km,1953,humanObservation,5552,12,1,1
grid10km,1953,livingSpecimen,6,2,0,
grid10km,1953,materialSample,3,3,0,
grid10km,1953,occurrence,3,2,3,6
grid10km,1953,preservedSpecimen,27077,12,5,22
grid10km,1954,all,48910,12,12,27
grid10km,1954,fossilSpecimen,132,1,3,8
grid10km,1954,humanObservation,13811,12,0,
grid10km,1954,livingSpecimen,1,1,0,
grid10km,1954,materialCitation,6,2,3,3
grid10km,1954,materialSample,4,2,1,1
grid10km,1954,occurrence,3,3,3,5
grid10km,1954,preservedSpecimen,34953,12,16,43
grid10km,1955,all,38858,12,3,63
grid10km,1955,fossilSpecimen,5,2,0,
grid10km,1955,humanObservation,11547,12,0,
grid10km,1955,livingSpecimen,1,1,0,
grid10km,1955,materialCitation,2,2,2,2
grid10km,1955,materialSample,3,2,2,5
grid10km,1955,occurrence,5,4,3,9
grid10km,1955,preservedSpecimen,27295,12,6,85
grid10km,1956,all,37219,12,6,53
grid10km,1956,fossilSpecimen,12,2,4,8
grid10km,1956,humanObservation,10070,12,0,
grid10km,1956,materialCitation,1,1,1,1
grid10km,1956,materialSample,4,2,0,
grid10km,1956,occurrence,5,3,2,4
grid10km,1956,preservedSpecimen,27127,12,8,57
grid10km,1957,all,42333,12,12,28
grid10km,1957,fossilSpecimen,163,2,1,1
grid10km,1957,humanObservation,17104,12,0,
grid10km,1957,materialSample,3,3,1,1
grid10km,1957,occurrence,3,2,2,3
grid10km,1957,preservedSpecimen,25060,12,13,32
grid10km,1958,all,34478,12,2,5
grid10km,1958,fossilSpecimen,69,1,4,13
grid10km,1958,humanObservation,15953,12,1,1
grid10km,1958,livingSpecimen,1,1,0,
grid10km,1958,materialCitation,3,1,1,3
grid10km,1958,materialSample,4,3,1,1
grid10km,1958,occurrence,4,3,4,15
grid10km,1958,preservedSpecimen,18444,12,3,27
grid10km,1959,all,45754,12,12,60
grid10km,1959,fossilSpecimen,39,2,0,
grid10km,1959,humanObservation,23121,12,0,
grid10km,1959,materialSample,1,1,0,
grid10km,1959,occurrence,3,2,1,1
grid10km,1959,preservedSpecimen,22590,12,16,188
grid10km,1960,all,54959,12,16,111
grid10km,1960,fossilSpecimen,23,2,1,2
grid10km,1960,humanObservation,30983,12,0,
grid10km,1960,materialCitation,1,1,1,1
grid10km,1960,materialSample,8,2,0,
grid10km,1960,occurrence,3,2,1,1
grid10km,1960,preservedSpecimen,23941,12,18,128
grid10km,1961,all,68564,12,9,21
grid10km,1961,fossilSpecimen,26,1,2,3
grid10km,1961,humanObservation,42670,12,0,
grid10km,1961,livingSpecimen,5,2,1,1
grid10km,1961,materialCitation,2,2,1,3
grid10km,1961,materialSample,2,2,0,
grid10km,1961,occurrence,5,2,1,2
grid10km,1961,preservedSpecimen,25854,12,14,60
grid10km,1962,all,76899,12,6,46
grid10km,1962,fossilSpecimen,70,1,0,
grid10km,1962,humanObservation,53822,12,0,
grid10km,1962,livingSpecimen,1,1,0,
grid10km,1962,materialCitation,1,1,1,2
grid10km,1962,materialSample,5,2,0,
grid10km,1962,preservedSpecimen,23000,12,14,175
grid10km,1963,all,94062,12,13,120
grid10km,1963,fossilSpecimen,172,4,6,92
grid10km,1963,humanObservation,60579,12,0,
grid10km,1963,livingSpecimen,4,1,2,3
grid10km,1963,machineObservation,1,1,1,1
grid10km,1963,occurrence,1,1,1,1
grid10km,1963,preservedSpecimen,33305,12,17,155
grid10km,1964,all,100346,12,8,82
grid10km,1964,fossilSpecimen,30,1,1,126
grid10km,1964,humanObservation,70323,12,0,
grid10km,1964,livingSpecimen,1,1,1,1
grid10km,1964,materialCitation,3,2,2,3
grid10km,1964,materialSample,2,2,0,
grid10km,1964,occurrence,4,2,3,16
grid10km,1964,preservedSpecimen,29983,12,20,193
grid10km,1965,all,105419,12,9,23
grid10km,1965,fossilSpecimen,47,3,1,30
grid10km,1965,humanObservation,77394,12,0,
grid10km,1965,livingSpecimen,8,2,0,
grid10km,1965,machineObservation,7,2,1,5
grid10km,1965,materialCitation,2,2,1,1
grid10km,1965,materialSample,6,2,0,
grid10km,1965,preservedSpecimen,27955,12,13,56
grid10km,1966,all,110123,12,37,216
grid10km,1966,fossilSpecimen,9,4,4,47
grid10km,1966,humanObservation,83870,12,0,
grid10km,1966,livingSpecimen,3,1,0,
grid10km,1966,machineObservation,2,2,2,2
grid10km,1966,materialCitation,2,2,1,2
grid10km,1966,materialSample,31,4,0,
grid10km,1966,preservedSpecimen,26206,12,46,329
grid10km,1967,all,102539,12,10,162
grid10km,1967,fossilSpecimen,80,3,2,4
grid10km,1967,humanObservation,73924,12,0,
grid10km,1967,livingSpecimen,1,1,0,
grid10km,1967,machineObservation,7,1,2,9
grid10km,1967,materialCitation,1,1,1,1
grid10km,1967,materialSample,16,4,0,
grid10km,1967,occurrence,2,2,2,4
grid10km,1967,preservedSpecimen,28508,12,17,345
grid10km,1968,all,112559,12,14,315
grid10km,1968,fossilSpecimen,70,4,1,197
grid10km,1968,humanObservation,83125,12,0,
grid10km,1968,livingSpecimen,1,1,0,
grid10km,1968,materialCitation,1,1,1,1
grid10km,1968,materialSample,7,2,0,
grid10km,1968,occurrence,5,2,3,9
grid10km,1968,preservedSpecimen,29350,12,32,682
grid10km,1969,all,116609,12,15,132
grid10km,1969,fossilSpecimen,122,3,2,168
grid10km,1969,humanObservation,83400,12,0,
grid10km,1969,livingSpecimen,7,1,3,7
grid10km,1969,materialCitation,8,1,1,8
grid10km,1969,materialSample,8,3,0,
grid10km,1969,occurrence,3,1,0,
grid10km,1969,preservedSpecimen,33061,12,51,387
grid10km,1970,all,148465,12,12,110
grid10km,1970,fossilSpecimen,23,2,3,72
grid10km,1970,humanObservation,119788,12,0,
grid10km,1970,materialSample,2,1,0,
grid10km,1970,occurrence,4,2,3,5
grid10km,1970,preservedSpecimen,28648,12,18,259
grid10km,1971,all,175460,12,14,281
grid10km,1971,fossilSpecimen,5,2,2,4
grid10km,1971,humanObservation,142756,12,0,
grid10km,1971,livingSpecimen,1,1,1,4
grid10km,1971,materialCitation,8,1,1,8
grid10km,1971,materialSample,12,4,1,1
grid10km,1971,observation,10,1,7,10
grid10km,1971,occurrence,10,2,1,1
grid10km,1971,preservedSpecimen,32658,12,23,658
grid10km,1972,all,216183,12,7,20
grid10km,1972,fossilSpecimen,65,3,3,8
grid10km,1972,humanObservation,178738,12,0,
grid10km,1972,livingSpecimen,1,1,0,
grid10km,1972,materialCitation,1,1,1,1
grid10km,1972,materialSample,469,7,1,1
grid10km,1972,occurrence,7,2,1,1
grid10km,1972,preservedSpecimen,36902,12,21,404
grid10km,1973,all,221736,12,9,96
grid10km,1973,fossilSpecimen,2,1,1,5
grid10km,1973,humanObservation,190859,12,0,
grid10km,1973,materialCitation,4,3,1,2
grid10km,1973,materialSample,577,4,0,
grid10km,1973,occurrence,23,4,10,30
grid10km,1973,preservedSpecimen,30271,12,23,594
grid10km,1974,all,230324,12,3,30
grid10km,1974,fossilSpecimen,9,1,0,
grid10km,1974,humanObservation,203607,12,0,
grid10km,1974,materialCitation,9,4,3,4
grid10km,1974,materialSample,8,3,0,
grid10km,1974,occurrence,10,2,4,30
grid10km,1974,preservedSpecimen,26681,12,5,53
grid10km,1975,all,276014,12,3,27
grid10km,1975,fossilSpecimen,14,2,1,443
grid10km,1975,humanObservation,247247,12,0,
grid10km,1975,livingSpecimen,2,2,0,
grid10km,1975,materialCitation,5,3,2,9
grid10km,1975,materialSample,7,3,0,
grid10km,1975,observation,2,1,2,2
grid10km,1975,occurrence,1,1,0,
grid10km,1975,preservedSpecimen,28736,12,6,94
grid10km,1976,all,327807,12,9,268
grid10km,1976,fossilSpecimen,9,2,0,
grid10km,1976,humanObservation,302912,12,2,7
grid10km,1976,materialCitation,1,1,0,
grid10km,1976,materialSample,12,3,1,4
grid10km,1976,occurrence,6,5,2,8
grid10km,1976,preservedSpecimen,24867,12,16,782
grid10km,1977,all,316316,12,8,117
grid10km,1977,fossilSpecimen,5,1,1,1
grid10km,1977,humanObservation,289143,12,0,
grid10km,1977,materialCitation,4,3,1,1
grid10km,1977,materialSample,153,5,2,2
grid10km,1977,occurrence,3,2,1,1
grid10km,1977,preservedSpecimen,27008,12,19,576
grid10km,1978,all,316572,12,4,99
grid10km,1978,fossilSpecimen,8,1,1,13
grid10km,1978,humanObservation,289100,12,1,5
grid10km,1978,livingSpecimen,1,1,0,
grid10km,1978,materialSample,13,4,0,
grid10km,1978,occurrence,7,4,5,7
grid10km,1978,preservedSpecimen,27443,12,17,416
grid10km,1979,all,280652,12,5,23
grid10km,1979,fossilSpecimen,3,2,2,15
grid10km,1979,humanObservation,255185,12,0,
grid10km,1979,livingSpecimen,230,2,59,213
grid10km,1979,materialSample,426,10,0,
grid10km,1979,occurrence,10,2,9,9
grid10km,1979,preservedSpecimen,24798,12,6,28
grid10km,1980,all,353247,12,5,32
grid10km,1980,fossilSpecimen,20,2,1,19
grid10km,1980,humanObservation,320571,12,2,16
grid10km,1980,livingSpecimen,189,1,22,189
grid10km,1980,materialCitation,2,1,0,
grid10km,1980,materialSample,408,12,0,
grid10km,1980,occurrence,10,4,6,28
grid10km,1980,preservedSpecimen,32047,12,9,145
grid10km,1981,all,414808,12,7,30
grid10km,1981,fossilSpecimen,3,1,1,2
grid10km,1981,humanObservation,383055,12,0,
grid10km,1981,livingSpecimen,40,1,2,10
grid10km,1981,materialSample,249,8,1,1
grid10km,1981,occurrence,15,6,10,21
grid10km,1981,preservedSpecimen,31446,12,18,252
grid10km,1982,all,450440,12,10,73
grid10km,1982,fossilSpecimen,4,1,2,3
grid10km,1982,humanObservation,426545,12,1,1
grid10km,1982,livingSpecimen,55,3,6,44
grid10km,1982,materialSample,257,7,1,2
grid10km,1982,observation,12,1,3,12
grid10km,1982,occurrence,4,2,2,4
grid10km,1982,preservedSpecimen,23563,12,23,449
grid10km,1983,all,435357,12,3,3
grid10km,1983,humanObservation,407648,12,1,1
grid10km,1983,livingSpecimen,73,3,7,21
grid10km,1983,materialSample,906,11,0,
grid10km,1983,occurrence,4,3,2,5
grid10km,1983,preservedSpecimen,26726,12,11,444
grid10km,1984,all,564887,12,4,34
grid10km,1984,fossilSpecimen,8,2,2,8
grid10km,1984,humanObservation,532798,12,0,
grid10km,1984,materialSample,1251,12,2,2
grid10km,1984,occurrence,6,3,6,16
grid10km,1984,preservedSpecimen,30824,12,19,400
grid10km,1985,all,590841,12,15,75
grid10km,1985,humanObservation,563737,12,0,
grid10km,1985,livingSpecimen,34,1,4,22
grid10km,1985,materialCitation,1,1,1,1
grid10km,1985,materialSample,1144,11,1,3
grid10km,1985,occurrence,6,5,6,31
grid10km,1985,preservedSpecimen,25919,12,25,644
grid10km,1986,all,626868,12,39,788
grid10km,1986,fossilSpecimen,26,2,1,29
grid10km,1986,humanObservation,600259,12,1,1
grid10km,1986,livingSpecimen,1,1,0,
grid10km,1986,materialSample,2046,12,5,6
grid10km,1986,observation,8,1,4,8
grid10km,1986,occurrence,5,3,4,10
grid10km,1986,preservedSpecimen,24523,12,76,3348
grid10km,1987,all,597501,12,18,30
grid10km,1987,humanObservation,570638,12,0,
grid10km,1987,livingSpecimen,13,1,2,13
grid10km,1987,materialSample,2155,12,1,1
grid10km,1987,observation,2,1,2,2
grid10km,1987,occurrence,3,2,1,6
grid10km,1987,preservedSpecimen,24690,12,36,192
grid10km,1988,all,700738,12,18,32
grid10km,1988,fossilSpecimen,2,1,2,296
grid10km,1988,humanObservation,667616,12,0,
grid10km,1988,materialSample,1933,12,9,16
grid10km,1988,occurrence,1,1,0,
grid10km,1988,preservedSpecimen,31186,12,32,862
grid10km,1989,all,736360,12,9,108
grid10km,1989,fossilSpecimen,14,1,1,65
grid10km,1989,humanObservation,705452,12,4,4
grid10km,1989,livingSpecimen,1,1,1,1
grid10km,1989,materialCitation,3,1,1,1
grid10km,1989,materialSample,2197,12,4,4
grid10km,1989,occurrence,4,3,4,7
grid10km,1989,preservedSpecimen,28689,12,18,477
grid10km,1990,all,894391,12,16,20
grid10km,1990,humanObservation,858474,12,14,18
grid10km,1990,livingSpecimen,1,1,0,
grid10km,1990,materialCitation,3,2,0,
grid10km,1990,materialSample,3977,12,5,5
grid10km,1990,occurrence,22,2,0,
grid10km,1990,preservedSpecimen,31914,12,26,951
grid10km,1991,all,792697,12,26,51
grid10km,1991,humanObservation,754788,12,16,19
grid10km,1991,livingSpecimen,3,1,2,2
grid10km,1991,materialCitation,7,5,1,6
grid10km,1991,materialSample,5051,12,11,11
grid10km,1991,preservedSpecimen,32848,12,29,375
grid10km,1992,all,873287,12,25,45
grid10km,1992,humanObservation,832749,12,30,50
grid10km,1992,materialCitation,4,2,2,6
grid10km,1992,materialSample,5297,12,15,29
grid10km,1992,observation,165,1,4,130
grid10km,1992,preservedSpecimen,35072,12,20,662
grid10km,1993,all,1004035,12,26,293
grid10km,1993,fossilSpecimen,1,1,1,1
grid10km,1993,humanObservation,952166,12,36,60
grid10km,1993,livingSpecimen,1,1,0,
grid10km,1993,materialCitation,4,3,1,1
grid10km,1993,materialSample,11990,12,15,28
grid10km,1993,occurrence,1,1,1,1
grid10km,1993,preservedSpecimen,39872,12,21,1398
grid10km,1994,all,937647,12,19,38
grid10km,1994,humanObservation,888369,12,27,48
grid10km,1994,materialCitation,5,3,2,2
grid10km,1994,materialSample,13290,12,14,30
grid10km,1994,observation,54,1,1,89
grid10km,1994,occurrence,58,3,9,73
grid10km,1994,preservedSpecimen,35871,12,24,1471
grid10km,1995,all,965940,12,24,279
grid10km,1995,humanObservation,916759,12,36,68
grid10km,1995,materialCitation,2,1,0,
grid10km,1995,materialSample,13662,12,7,10
grid10km,1995,observation,1396,2,11,1396
grid10km,1995,occurrence,7,4,4,12
grid10km,1995,preservedSpecimen,34114,12,15,1385
grid10km,1996,all,994332,12,52,295
grid10km,1996,fossilSpecimen,23,2,4,688
grid10km,1996,humanObservation,942384,12,32,50
grid10km,1996,materialCitation,5,2,0,
grid10km,1996,materialSample,10975,12,16,18
grid10km,1996,occurrence,4,2,3,3
grid10km,1996,preservedSpecimen,40941,12,75,1557
grid10km,1997,all,987474,12,23,140
grid10km,1997,humanObservation,936539,12,29,83
grid10km,1997,livingSpecimen,3,2,0,
grid10km,1997,machineObservation,407,2,0,
grid10km,1997,materialCitation,6,5,0,
grid10km,1997,materialSample,11393,12,30,62
grid10km,1997,occurrence,3,2,3,9
grid10km,1997,preservedSpecimen,39123,12,42,1696
grid10km,1998,all,1013034,12,27,45
grid10km,1998,humanObservation,962537,12,42,63
grid10km,1998,livingSpecimen,30,2,12,19
grid10km,1998,materialCitation,3,2,0,
grid10km,1998,materialSample,11665,12,18,29
grid10km,1998,occurrence,15,1,8,20
grid10km,1998,preservedSpecimen,38784,12,18,1046
grid10km,1999,all,1016593,12,10,18
grid10km,1999,humanObservation,967792,12,12,27
grid10km,1999,livingSpecimen,14,2,11,11
grid10km,1999,machineObservation,781,3,0,
grid10km,1999,materialCitation,3,2,1,2
grid10km,1999,materialSample,12925,12,24,40
grid10km,1999,occurrence,3,2,2,6
grid10km,1999,preservedSpecimen,35075,12,15,854
grid10km,2000,all,1196999,12,13,59
grid10km,2000,humanObservation,1130344,12,15,23
grid10km,2000,livingSpecimen,150,6,18,93
grid10km,2000,machineObservation,442,2,0,
grid10km,2000,materialCitation,4,3,1,1
grid10km,2000,materialSample,30180,12,18,23
grid10km,2000,occurrence,34,6,13,32
grid10km,2000,preservedSpecimen,35845,12,29,1156
grid10km,2001,all,1343894,12,4,24
grid10km,2001,fossilSpecimen,57,1,0,
grid10km,2001,humanObservation,1294127,12,10,27
grid10km,2001,livingSpecimen,130,5,49,127
grid10km,2001,machineObservation,271,2,0,
grid10km,2001,materialCitation,4,2,0,
grid10km,2001,materialSample,17313,12,30,41
grid10km,2001,observation,228,1,3,228
grid10km,2001,occurrence,11,3,8,14
grid10km,2001,preservedSpecimen,31753,12,23,1038
grid10km,2002,all,1524183,12,19,319
grid10km,2002,fossilSpecimen,15,1,3,77
grid10km,2002,humanObservation,1474084,12,20,212
grid10km,2002,livingSpecimen,48,4,23,115
grid10km,2002,machineObservation,92,1,0,
grid10km,2002,materialCitation,4,3,0,
grid10km,2002,materialSample,15255,12,27,36
grid10km,2002,occurrence,215,11,4,53
grid10km,2002,preservedSpecimen,34470,12,41,2977
grid10km,2003,all,1826142,12,1,20
grid10km,2003,humanObservation,1757116,12,1,3
grid10km,2003,livingSpecimen,29,4,11,22
grid10km,2003,materialCitation,18,5,9,15
grid10km,2003,materialSample,20335,12,40,73
grid10km,2003,occurrence,228,12,5,11
grid10km,2003,preservedSpecimen,48416,12,42,3128
grid10km,2004,all,2214378,12,6,38
grid10km,2004,fossilSpecimen,1,1,1,11
grid10km,2004,humanObservation,2140826,12,3,3
grid10km,2004,livingSpecimen,69,4,16,84
grid10km,2004,machineObservation,169,1,0,
grid10km,2004,materialCitation,19,7,8,16
grid10km,2004,materialSample,22745,12,62,147
grid10km,2004,occurrence,10,3,6,22
grid10km,2004,preservedSpecimen,50539,12,39,4661
grid10km,2005,all,2365319,12,17,569
grid10km,2005,fossilSpecimen,8,2,3,8
grid10km,2005,humanObservation,2297036,12,2,7
grid10km,2005,livingSpecimen,153,5,67,176
grid10km,2005,machineObservation,141,1,0,
grid10km,2005,materialCitation,20,7,7,11
grid10km,2005,materialSample,20146,12,72,211
grid10km,2005,occurrence,289,5,4,85
grid10km,2005,preservedSpecimen,47526,12,74,4936
grid10km,2006,all,2921769,12,4,138
grid10km,2006,humanObservation,2846158,12,3,4
grid10km,2006,livingSpecimen,2,2,2,10
grid10km,2006,machineObservation,67,1,0,
grid10km,2006,materialCitation,14,6,3,5
grid10km,2006,materialSample,33090,12,87,401
grid10km,2006,occurrence,26,1,3,26
grid10km,2006,preservedSpecimen,42412,12,44,4100
grid10km,2007,all,3361720,12,3,52
grid10km,2007,fossilSpecimen,13,2,0,
grid10km,2007,humanObservation,3271551,12,4,32
grid10km,2007,livingSpecimen,141,5,35,140
grid10km,2007,machineObservation,1,1,1,1
grid10km,2007,materialCitation,17,6,6,10
grid10km,2007,materialSample,40209,12,28,1496
grid10km,2007,occurrence,3,1,0,
grid10km,2007,preservedSpecimen,49785,12,48,5498
grid10km,2008,all,3712272,12,4,56
grid10km,2008,fossilSpecimen,15,2,1,570
grid10km,2008,humanObservation,3594812,12,5,44
grid10km,2008,livingSpecimen,25,6,12,31
grid10km,2008,materialCitation,6,4,1,1
grid10km,2008,materialSample,60347,12,43,675
grid10km,2008,occurrence,8,4,5,15
grid10km,2008,preservedSpecimen,57059,12,43,3848
grid10km,2009,all,3842816,12,13,87
grid10km,2009,humanObservation,3742948,12,6,8
grid10km,2009,livingSpecimen,43,9,17,37
grid10km,2009,machineObservation,182,5,2,3
grid10km,2009,materialCitation,7,5,4,6
grid10km,2009,materialSample,61590,12,32,642
grid10km,2009,occurrence,41,3,4,31
grid10km,2009,preservedSpecimen,38005,12,60,4928
grid10km,2010,all,3977273,12,5,22
grid10km,2010,humanObservation,3878012,12,5,6
grid10km,2010,livingSpecimen,52,6,25,50
grid10km,2010,machineObservation,724,6,91,222
grid10km,2010,materialCitation,2,1,0,
grid10km,2010,materialSample,62761,12,72,658
grid10km,2010,occurrence,13,2,2,40
grid10km,2010,preservedSpecimen,35709,12,63,6267
grid10km,2011,all,4169095,12,12,118
grid10km,2011,fossilSpecimen,4,1,1,7
grid10km,2011,humanObservation,4063262,12,3,6
grid10km,2011,livingSpecimen,25,5,6,14
grid10km,2011,machineObservation,901,6,159,791
grid10km,2011,materialCitation,9,4,3,6
grid10km,2011,materialSample,60826,12,79,4756
grid10km,2011,occurrence,48,6,11,97
grid10km,2011,preservedSpecimen,44020,12,88,11230
grid10km,2012,all,4299181,12,32,91
grid10km,2012,humanObservation,4198524,12,3,41
grid10km,2012,livingSpecimen,47,5,11,62
grid10km,2012,machineObservation,526,5,181,884
grid10km,2012,materialCitation,11,7,6,7
grid10km,2012,materialSample,60949,12,104,2851
grid10km,2012,occurrence,12,4,4,29
grid10km,2012,preservedSpecimen,39112,12,94,11204
grid10km,2013,all,4307797,12,27,138
grid10km,2013,humanObservation,4212243,12,6,17
grid10km,2013,livingSpecimen,59,6,13,101
grid10km,2013,machineObservation,218,8,121,228
grid10km,2013,materialCitation,31,8,15,19
